index,qubits,sys_noisy,sys_ideal,ideal,noisy
0,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
1,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.61538464, 0.53846157, 0.53846157, 0.53846157]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
2,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
3,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
4,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.46666667, 0.53333336, 0.53333336, 0.53333336]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
5,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.61538464, 0.46153846, 0.53846157, 0.46153846]"
6,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
7,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
8,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.8888889, 0.44444445, 0.44444445, 0.44444445]"
9,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
10,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
11,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.41666666, 0.5, 0.5, 0.33333334]"
12,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
13,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
14,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.33333334, 0.33333334, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
15,4,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.36363637, 0.36363637, 0.36363637, 0.36363637]"
