,Coolant temp,Fuel pressure,LOG(Engine rpm),LOG(Lub oil pressure),LOG(Coolant pressure),lub oil temp,Engine Condition
0,-0.10864329909299848,-0.45861780785565437,-1.1220233383819405,-0.9452436240744706,2.5042210628475394,-1.0536158310290014,1
1,-0.2705457524321386,-0.4678179970985882,0.572158028198613,0.8216916142681406,-0.3861260110852441,-0.3429732410282348,1
2,0.4345191643777313,0.9431276983537394,-0.3685846653915893,-0.3578127423834787,-0.8047567595686115,-0.7317512304146282,0
3,0.35812656169049706,-0.6769762040484653,0.0876294473688804,-9.286989123535035,0.9625942953741756,1.2085237582488983,0
4,0.710328848052901,-1.6890180822437963,-0.30049794400925345,0.5802950248134437,0.22093027572682902,0.659805286553263,0
5,0.41522067923529493,2.3734347982111146,-2.3215763865151344,0.856449187915213,1.0384396795782547,-0.01619346983906485,1
6,-0.3975959781549787,-0.640443334072582,-0.6366617869737387,1.371800745860524,0.24418448799583364,-0.6075540789878111,0
7,0.028485038691749506,-0.3691249583395205,-1.6065519192116757,1.0054968058199143,-1.3658658231551841,0.9764366676655258,1
8,0.7278364384318776,-0.6517991403151959,-1.2530095413116253,-1.1306154097045475,-0.9519053748153481,-0.40175605879089826,0
9,-0.9376266583735754,-0.35212168250004094,-1.473344950699718,0.36109075828504533,-0.5869697264354484,0.28357960191399273,1
10,0.5743233235118286,-0.8238135185360801,-1.6892728510719743,-0.9107335141192913,0.24354023501143618,1.153751808710238,0
11,-0.3367483065411768,-1.1007369708154635,-0.30499146079071804,-0.8549832346565639,-1.954928320462672,-1.475345016191537,0
12,-2.256976947107554,1.4017268021062697,-0.10888541620602198,-0.5130510505582089,1.5916088662644263,0.5463889900386276,1
13,-0.30101352808130366,-0.4582417481086237,-1.1927928715232174,-1.3606720235416019,0.04016570186082367,0.805671095275958,0
14,1.0192442600449882,-0.7869836792764624,0.9438868413375548,0.981054136216393,-0.3451495452165931,-0.3984450111351817,1
15,-0.2537557533918849,1.2872710351835672,-0.12158528962383797,1.4882401721148888,0.9444500967903113,-0.7511819255009741,1
16,-0.3493146132623548,-1.3411555943832503,-0.1988813326656322,0.07677184121362902,0.37183432515102904,-0.01563801164098322,1
17,-0.7554339255825001,0.7684458772983229,0.6427950214336895,1.001133684921492,-0.44987012590307307,0.08647780418125807,0
18,0.20874292626178673,-0.8305820157939389,0.9679728912970396,0.5584532494968334,0.8737367896202138,-1.2724921339650035,1
19,-0.7683951148478979,0.21775811909366308,1.6621543794423521,0.8591429563136539,-1.1213646069515795,-1.8792794793994023,0
20,-0.21728126640867926,0.19623252991922016,-0.5382745985961134,-0.2458729627442458,0.07342790901691884,0.44833812910887594,1
21,0.3755088381712925,-0.6467069792533815,0.6857402864504758,0.02857221460730525,1.921047987925832,0.14565609355972672,0
22,1.0081542200710831,-0.13546464895187008,1.905039027151955,-0.9337351304526889,0.49311638467810653,-0.9842276725651541,1
23,-0.009581477151029631,0.12332771666920317,0.44015837448379935,0.8957727672347422,2.5336977928461955,0.42434601849162457,0
24,-0.7484303967084623,0.47308992813341394,1.4378998222029944,0.903634821523923,-0.8580150862350423,0.6063428436097248,1
25,-1.1914322037187113,-0.28720974158224893,0.10741059539147914,-0.45937910127072995,0.6050587896860254,1.5352312851023149,1
26,-0.3119662029600584,0.20110526074084292,-0.3962377509365338,0.36003470135395976,0.8403279633098479,0.4537116173336332,0
27,0.2693187560021397,-0.9197217158907113,0.5137897317097184,0.6256600157952559,-0.550332615046645,-0.05365015939423269,0
28,0.4537795090927029,-0.21993664947463415,-0.9850921830124328,-0.11685633842241831,-1.274708141323977,0.21450930664027368,1
29,-0.3597160963976121,-0.5130135048125175,-0.10044725382104135,0.5883697826192436,0.2505598477584309,-0.204742040452132,1
30,-2.4463115323008484,-0.4795007436694109,-1.389692555649168,0.7674324278347279,0.31485646693608305,-1.724832597838167,1
31,0.5666772995372809,0.6073688979541256,0.6725887426055216,-0.34199513914343527,-0.31958667694169357,-0.21714296196341448,1
